loan_amnt,term,int_rate,installment,sub_grade,emp_length,annual_inc,dti,pub_rec,revol_bal,revol_util,initial_list_status,mort_acc,pub_rec_bankruptcies,zip_code,earliest_cr_line_scaled,issue_d_scaled,densidad_crediticia,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,prob_default,predicted_class
1000.0,36,15.61,34.97,15,0.0,31000.0,25.78,0.0,7467.0,61.0,0,0.0,0.0,5113,2004.5,2015.75,1.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007448235,0
10000.0,36,5.32,301.15,0,,22000.0,8.78,0.0,6664.0,6.8,0,2.0,0.0,5113,1987.4166666666667,2015.9166666666667,1.6153846153846154,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006742705,0
8000.0,36,14.48,275.29,14,0.0,145600.0,32.19,0.0,32137.0,79.9,1,2.0,0.0,30723,1998.1666666666667,2015.9166666666667,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.69453114,1
10000.0,60,18.99,259.36,20,1.0,24000.0,44.65,0.0,8395.0,65.1,1,0.0,0.0,48052,2007.6666666666667,2016.0,1.7142857142857142,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8439563,1
20000.0,60,16.55,492.23,16,5.0,70000.0,2.6,0.0,2723.0,35.4,0,1.0,0.0,813,2000.3333333333333,2015.9166666666667,2.75,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00077749975,0
20000.0,36,11.47,659.24,9,10.0,107000.0,33.3,0.0,56469.0,58.8,0,2.0,0.0,48052,1987.4166666666667,2016.4166666666667,1.681818181818182,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16507913,0
6000.0,36,13.33,203.12,12,1.0,43000.0,30.25,0.0,6397.0,55.6,0,0.0,0.0,48052,2006.5833333333333,2015.5833333333333,1.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.72883815,1
25000.0,60,8.39,511.59,5,,77640.0,14.8,0.0,16910.0,36.8,1,3.0,0.0,813,1989.5,2016.0833333333333,2.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045592742,0
28000.0,60,18.99,726.19,17,5.0,150000.0,20.4,0.0,8717.0,49.5,0,3.0,0.0,30723,1993.6666666666667,2016.8333333333333,2.3846153846153846,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01596336,0
17200.0,36,7.89,538.12,4,10.0,102000.0,6.59,0.0,23599.0,54.0,0,2.0,0.0,48052,1996.4166666666667,2015.5,2.5454545454545454,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1649812,0
12650.0,36,16.55,448.18,16,,35160.0,34.85,0.0,27488.0,56.9,0,0.0,0.0,93700,1999.5,2015.8333333333333,1.28,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99976796,1
6000.0,36,13.33,203.12,12,3.0,38000.0,13.01,0.0,6491.0,21.7,0,0.0,0.0,29597,1995.5,2015.5,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021407606,0
27750.0,36,13.44,940.9,12,9.0,259707.0,18.7,0.0,124830.0,95.7,0,5.0,0.0,29597,1991.5833333333333,2016.0,1.9411764705882355,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012242659,0
35000.0,60,8.39,716.23,5,10.0,75000.0,13.82,0.0,25620.0,28.2,1,3.0,0.0,29597,1998.1666666666667,2016.25,3.769230769230769,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007139263,0
3200.0,36,13.67,108.86,13,2.0,30000.0,9.16,0.0,3296.0,15.9,0,0.0,0.0,813,2007.9166666666667,2015.8333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005159019,0
10000.0,36,16.99,356.48,15,2.0,25000.0,11.28,0.0,8466.0,19.6,0,0.0,0.0,29597,2008.5,2016.9166666666667,1.1666666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031675957,0
5000.0,36,7.89,156.43,4,4.0,110000.0,14.52,4.0,13143.0,23.9,0,0.0,0.0,29597,2001.75,2015.6666666666667,1.1904761904761905,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014776555,0
12100.0,36,17.86,436.6,19,10.0,48000.0,25.58,1.0,8844.0,40.0,0,4.0,1.0,813,2001.3333333333333,2015.5,2.333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007993669,0
8000.0,36,8.39,252.14,5,4.0,38000.0,19.14,0.0,8016.0,32.1,0,2.0,0.0,70466,2004.5833333333333,2016.4166666666667,3.4285714285714284,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11046799,0
15000.0,36,13.99,512.6,13,7.0,42000.0,21.8,1.0,12581.0,60.8,0,0.0,1.0,813,1994.1666666666667,2015.6666666666667,3.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00091232633,0
15000.0,36,6.24,457.97,1,10.0,80000.0,5.67,0.0,39343.0,64.3,0,1.0,0.0,29597,1997.4166666666667,2015.9166666666667,3.1818181818181817,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038748588,0
1000.0,36,12.69,33.55,11,,14904.0,22.06,0.0,4748.0,64.2,0,0.0,0.0,5113,1987.1666666666667,2015.75,1.5714285714285714,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020589808,0
11975.0,36,9.17,381.75,6,1.0,48000.0,24.7,0.0,3510.0,13.2,0,0.0,0.0,29597,2008.9166666666667,2015.5,2.4285714285714284,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02041634,0
11200.0,36,10.78,365.51,8,10.0,72000.0,20.82,1.0,1738.0,72.4,0,0.0,1.0,48052,1985.75,2016.0,2.833333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36002907,0
28150.0,36,17.57,1011.63,18,10.0,64000.0,9.73,1.0,5423.0,36.2,0,1.0,1.0,70466,1998.8333333333333,2015.8333333333333,3.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54645574,1
20000.0,36,16.99,712.96,15,10.0,56000.0,26.81,1.0,3942.0,34.6,0,1.0,0.0,22690,2001.0833333333333,2016.5833333333333,1.7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089544445,0
20000.0,60,13.33,458.45,12,2.0,82500.0,5.29,0.0,14059.0,29.4,0,0.0,0.0,70466,1999.9166666666667,2015.75,2.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46969974,0
25000.0,60,19.99,662.21,23,10.0,90000.0,18.09,0.0,8052.0,34.9,1,7.0,0.0,813,1997.1666666666667,2015.8333333333333,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011142106,0
28000.0,36,16.99,998.14,15,10.0,76169.0,14.39,0.0,24700.0,77.9,0,0.0,0.0,5113,1998.25,2016.5833333333333,1.2432432432432432,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000110410954,0
25000.0,36,15.31,870.44,14,9.0,52000.0,17.6,0.0,13276.0,37.4,1,4.0,0.0,70466,1997.6666666666667,2016.25,2.3125,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36002028,0
24000.0,60,7.91,485.61,4,1.0,85000.0,11.28,0.0,13173.0,26.1,0,3.0,0.0,813,2012.0833333333333,2016.0,1.2727272727272727,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029151177,0
7200.0,36,9.99,232.29,7,10.0,33000.0,5.2,0.0,13800.0,28.7,0,3.0,0.0,29597,1995.3333333333333,2015.8333333333333,9.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052543185,0
20000.0,36,10.99,654.68,8,4.0,60000.0,8.3,1.0,13421.0,35.2,0,0.0,1.0,70466,2007.75,2015.9166666666667,1.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3720269,0
12800.0,36,9.17,408.06,6,10.0,68688.0,21.75,0.0,14482.0,47.8,1,1.0,0.0,30723,2003.1666666666667,2015.5,2.6666666666666665,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32931533,0
4800.0,36,13.18,162.15,12,10.0,75000.0,25.22,0.0,8651.0,98.3,0,0.0,0.0,5113,2005.8333333333333,2015.9166666666667,2.2857142857142856,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0010767361,0
19600.0,36,7.89,613.2,4,7.0,90000.0,7.37,0.0,6590.0,50.7,0,2.0,0.0,30723,2007.25,2015.9166666666667,2.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16360256,0
20000.0,36,9.76,643.1,7,1.0,61000.0,26.22,0.0,6593.0,33.0,1,4.0,0.0,30723,2002.75,2015.9166666666667,2.833333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3839508,0
35000.0,60,16.99,869.66,17,1.0,120000.0,6.7,0.0,41448.0,56.8,1,2.0,0.0,48052,1999.75,2015.75,2.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45071915,0
6000.0,36,12.29,200.12,10,4.0,35000.0,34.36,1.0,112914.0,34.5,1,1.0,1.0,70466,1988.5833333333333,2015.75,3.111111111111111,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55874956,1
12000.0,60,16.99,298.17,17,10.0,37000.0,12.16,2.0,3102.0,28.7,0,0.0,2.0,30723,2002.0833333333333,2015.6666666666667,3.1818181818181817,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73145056,1
6025.0,36,17.57,216.53,18,1.0,70000.0,10.34,0.0,4331.0,56.2,0,1.0,0.0,70466,2003.25,2015.5833333333333,1.875,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5804411,1
21600.0,60,14.65,509.91,14,,45000.0,21.33,0.0,13240.0,36.0,0,0.0,0.0,70466,2002.5833333333333,2015.5,1.6153846153846154,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68838525,1
7000.0,36,10.99,229.14,8,3.0,35000.0,18.24,1.0,4232.0,20.5,0,0.0,1.0,813,1998.9166666666667,2015.5,2.363636363636364,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045582402,0
12000.0,36,8.99,381.55,5,10.0,63000.0,23.31,0.0,11577.0,14.5,0,3.0,0.0,22690,1996.5833333333333,2016.5,1.391304347826087,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06769121,0
7000.0,36,8.18,219.94,5,4.0,146000.0,22.66,0.0,8939.0,10.8,0,2.0,0.0,813,2010.5,2015.8333333333333,1.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022686312,0
11000.0,36,11.47,362.58,9,9.0,68000.0,14.44,0.0,19171.0,41.7,0,0.0,0.0,29597,2006.0833333333333,2016.0833333333333,2.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015593254,0
1000.0,36,27.34,41.01,30,0.0,35000.0,13.37,0.0,1297.0,4.9,1,0.0,0.0,48052,2006.0833333333333,2016.1666666666667,1.2857142857142858,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52666414,1
10000.0,36,7.39,310.56,3,8.0,65000.0,10.78,1.0,9114.0,76.6,1,1.0,0.0,22690,2001.4166666666667,2016.1666666666667,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17848836,0
28000.0,60,14.65,660.99,14,9.0,84000.0,23.68,0.0,34160.0,38.2,0,2.0,0.0,70466,2002.9166666666667,2015.6666666666667,1.6666666666666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48498276,0
25000.0,60,19.99,662.21,23,0.0,130000.0,20.13,0.0,54434.0,93.2,1,5.0,0.0,5113,2004.1666666666667,2015.5833333333333,2.4761904761904763,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014124432,0
24000.0,60,18.99,622.45,22,6.0,115000.0,18.85,0.0,24438.0,93.3,1,3.0,0.0,70466,1996.5,2015.8333333333333,1.736842105263158,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73047787,1
5850.0,36,15.61,204.55,15,0.0,35000.0,21.29,0.0,2443.0,24.9,1,0.0,0.0,30723,1997.9166666666667,2015.5833333333333,1.1111111111111112,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72590107,1
3500.0,36,7.89,109.5,4,7.0,72000.0,9.6,0.0,4005.0,21.8,0,0.0,0.0,22690,2005.3333333333333,2015.75,1.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0949604,0
19775.0,60,13.44,454.41,12,1.0,50000.0,21.08,0.0,19854.0,40.4,0,4.0,0.0,813,1993.3333333333333,2016.0833333333333,1.6875,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005085839,0
2400.0,36,11.99,79.71,10,10.0,72000.0,21.0,1.0,2107.0,23.2,0,1.0,1.0,22690,2008.25,2015.9166666666667,1.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24285287,0
12000.0,60,9.99,254.91,7,10.0,125000.0,11.33,0.0,34689.0,72.3,0,4.0,0.0,93700,2001.0,2015.75,1.5263157894736843,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998987,1
12350.0,36,7.89,386.38,4,1.0,50000.0,27.84,0.0,11467.0,84.3,0,2.0,0.0,813,1998.5833333333333,2015.75,3.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005261327,0
10000.0,36,18.25,362.78,17,2.0,165000.0,12.17,0.0,5533.0,57.6,0,3.0,0.0,22690,1999.0833333333333,2016.1666666666667,1.9090909090909087,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4791478,0
21000.0,36,6.89,647.37,2,10.0,125000.0,23.66,0.0,29149.0,64.0,0,0.0,0.0,29597,1989.0833333333333,2015.8333333333333,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012877258,0
8000.0,36,12.29,266.83,10,3.0,121000.0,32.56,0.0,47298.0,69.8,0,4.0,0.0,11650,1999.5833333333333,2015.5,1.7894736842105263,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99793744,1
5500.0,36,14.65,189.72,14,2.0,21000.0,18.86,0.0,10970.0,53.3,1,1.0,0.0,86630,1987.5833333333333,2015.6666666666667,2.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995845,1
